hydrogen,helium,lithium,beryllium,boron,carbon,nitrogen,oxygen,fluorine,neon,,hydrogen2,helium2,lithium2,beryllium2,boron2,carbon2,nitrogen2,oxygen2,fluorine2,neon2,
1.007,4.002,6.941,9.012,10.811,12.011,14.007,15.999,18.998,20.18,*atomic weights,0.79,0.49,2.1,1.4,1.2,0.91,0.75,0.65,0.57,0.51,*atomic radius
